Word,FREQcount
ждать,21611
способ,21588
делаю,21490
готовы,21457
совершенно,21452
смотреть,21445
вернусь,21428
большое,21424
единственный,21401
вперед,21361
часа,21254
муж,21149
идет,21080
таких,21062
ребенка,21021
машина,21008
стороны,20908
смог,20850
сына,20812
играть,20812
сами,20794
верю,20779
честно,20747
нашла,20731
звучит,20728
угодно,20705
руку,20693
начала,20681
перевод,20654
какое,20573
взял,20550
станет,20522
пытаюсь,20408
внутри,20397
знали,20311
новости,20286
добрый,20267
подождите,20244
скажите,20224
ребенок,20198
вашу,20167
мальчик,20166
осталось,20160
делаете,20132
году,20102
мере,20011
поняла,19966
отношения,19864
далеко,19854
вокруг,19795
хотим,19732
слышала,19711
двух,19680
приятель,19662
никому,19631
мужчина,19534
неделю,19463
вернуть,19439
смерть,19437
сих,19435
сможет,19381
дайте,19312
двое,19304
видите,19290
долларов,19289
крови,19247
решение,19240
путь,19228
следует,19163
неужели,19139
около,19138
готова,19108
семьи,19085
идем,19064
смотрите,19063
круто,19057
история,19002
вдруг,18999
спросить,18993
твоих,18934
второй,18915
вина,18899
джек,18894
женщины,18875
нашу,18853
заткнись,18797
минуту,18795
собираешься,18783
твоим,18759
шоу,18718
прощения,18716
больно,18711
машины,18695
пап,18644
трудно,18639
постоянно,18564
поможет,18549
проблем,18524
например,18517
дерьмо,18510
полиции,18504
начать,18483
знают,18461
лучший,18458
добро,18435
спасти,18427
рождения,18325
оставить,18304
чарли,18273
любишь,18240
конце,18211
забыл,18152
месяцев,18137
часто,18114
мило,18110
комнате,18106
нему,18082
матери,18059
милый,18034
полностью,18026
школе,17971
леди,17964
серьезно,17942
убили,17935
случай,17881
джо,17861
убийство,17824
послушайте,17824
посмотрите,17821
пошел,17805
никакого,17797
сделаем,17710
говоря,17706
неплохо,17704
использовать,17700
прошлой,17671
иду,17665
узнал,17626
прекрати,17612
чуть,17579
держи,17571
невозможно,17552
господа,17497
слушайте,17487
наше,17483
машине,17453
сэм,17428
свет,17428
образом,17396
иметь,17380
другое,17249
другого,17215
шесть,17214
людям,17191
погоди,17170
имени,17139
детка,17134
недели,17131
меньше,17109
легко,17101
крайней,17066
девочка,17044
придется,17025
мало,16966
ненавижу,16929
последние,16887
насчет,16864
выглядишь,16859
сообщение,16854
думает,16780
друзей,16769
обещаю,16761
агент,16748
вместо,16738
последнее,16711
самого,16704
настолько,16699
ответ,16697
детектив,16648
понятия,16639
родители,16617
показать,16613
поехали,16559
стало,16551
мэм,16539
своими,16539
всей,16534
очевидно,16532
помогите,16531
маленький,16519
школу,16443
пожаловать,16443
твое,16442
либо,16417
забрать,16381
прошло,16378
особенно,16373
имеешь,16326
истории,16299
вопросы,16278
большая,16234
минутку,16206
пол,16199
остановить,16180
чему,16159
свидания,16155
обязательно,16143
городе,16128
убийца,16102
сделай,16056
ваших,15996
любви,15971
спокойной,15961
свое,15931
мадам,15916
идите,15911
выйти,15884
делают,15870
немедленно,15866
делай,15740
возможность,15739
человеком,15728
бывает,15707
ужин,15699
моем,15670
купить,15632
позвонить,15605
наконец,15577
стала,15536
любой,15488
клянусь,15460
смешно,15407
абсолютно,15405
всему,15371
переводчики,15370
забудь,15367
секунду,15353
выбор,15343
тысяч,15241
потерял,15218
майкл,15199
волнуйся,15190
ноги,15166
таком,15137
настоящий,15134
означает,15121
встретиться,15064
известно,15037
работаю,15037
замечательно,14990
любом,14963
оставь,14960
связи,14956
боль,14955
выпить,14948
представить,14926
убийства,14915
малыш,14914
умерла,14910
воды,14910
окей,14902
речь,14896
хорошие,14834
поводу,14821
перестань,14814
увидел,14802
повезло,14795
президент,14778
мужик,14777
которым,14736
прошлом,14732
дам,14707
десять,14695
умереть,14677
поговорим,14674
отцом,14665
искать,14662
тихо,14656
оставил,14649
пистолет,14643
начал,14629
сложно,14579
города,14559
неделе,14538
хотелось,14506
принять,14496
историю,14490
босс,14469
держать,14456
пойдем,14453
подумала,14450
фильм,14446
слышишь,14445
рано,14411
удачи,14402
еду,14401
словно,14393
причина,14391
пришел,14385
компании,14320
спокойно,14315
работал,14290
подумать,14276
вести,14251
вещь,14238
брата,14224
конца,14200
получится,14199
блин,14164
право,14134
ввиду,14114
бога,14108
подарок,14060
комнату,13991
мира,13978
успокойся,13977
позволить,13971
моему,13963
идет,13962
самая,13947
рассказал,13887
курсе,13871
намного,13854
мистера,13853
женщин,13846
тяжело,13822
предложение,13757
одним,13738
счет,13724
улице,13718
другим,13681
уходи,13599
майк,13584
среди,13571
помоги,13568
получилось,13543
месяц,13537
проверить,13535
генри,13529
голос,13514
позвольте,13500
стороне,13464
вероятно,13461
случится,13454
уверены,13431
мужа,13406
питер,13397
провести,13387
людьми,13386
неважно,13341
нашел,13324
доктора,13307
месяца,13286
игра,13285
идем,13283
нем,13261
джордж,13260
познакомиться,13242
возьму,13242
слышали,13234
пошла,13224
корабль,13202
чувствуешь,13165
позволь,13156
сторону,13138
игры,13065
согласен,13052
письмо,13039
вниз,13035
молодец,13017
наверняка,12996
утра,12990
вашим,12952
нечего,12942
встречи,12914
вид,12908
никакой,12883
связь,12863
список,12853
такую,12799
весело,12782
сидеть,12779
гораздо,12771
собирался,12763
впервые,12754
находится,12748
объяснить,12720
полицию,12699
решили,12695
семью,12644
свидание,12627
отличная,12627
остальные,12606
прийти,12591
руках,12585
фбр,12578
чувство,12562
котором,12560
решила,12554
понадобится,12548
сынок,12524
найду,12516
фрэнк,12515
школы,12499
чувства,12471
дядя,12434
стали,12412
ушла,12400
первым,12396
поверь,12377
расскажи,12357
хочется,12309
девушки,12304
сон,12288
имел,12268
каким,12263
парнем,12252
многие,12246
части,12176
ехать,12171
считаю,12163
никуда,12155
голове,12147
старый,12124
оттуда,12099
называется,12085
вопросов,12080
фото,12074
пройти,12072
заниматься,12047
другу,12016
вернулась,12013
пара,12013
никак,12008
девочки,12007
благодарю,12005
своем,12003
недавно,12002
приехал,11987
глаз,11981
могло,11966
становится,11962
пыталась,11952
является,11947
брось,11929
богу,11916
нашим,11906
помощи,11900
волосы,11899
невероятно,11895
одном,11863
ушел,11861
джейн,11831
тела,11811
недель,11794
собирается,11786
защитить,11780
всеми,11780
существует,11768
жив,11761
первая,11743
позвоню,11742
благодаря,11730
вперед,11729
навсегда,11723
помните,11722
земле,11722
делу,11716
вполне,11706
пытается,11693
будущее,11685
семь,11678
своему,11651
идиот,11632
слава,11587
стоило,11586
удалось,11582
делаем,11579
команда,11578
главное,11567
огонь,11539
дэнни,11533
замуж,11526
начали,11513
мужчины,11501
силы,11487
семье,11485
шеф,11485
суд,11483
слышу,11478
тюрьме,11466
попробовать,11458
друзьями,11443
алекс,11440
вашем,11437
новая,11429
маленькая,11410
черта,11399
придет,11384
страшно,11364
услышать,11361
новые,11340
общем,11337
звонил,11331
купил,11306
понравится,11281
близко,11278
самой,11268
смысл,11257
хорошее,11227
любил,11189
сара,11185
единственная,11179
делали,11172
макс,11163
мэри,11150
жду,11146
получается,11145
хорошего,11136
эми,11131
дамы,11113
жену,11113
гарри,11101
неправильно,11096
стоять,11061
плевать,11059
ключ,11057
верить,11037
лично,11035
слышать,11034
взяли,11024
поздравляю,11015
пить,11002
заставить,11000
получили,10995
рот,10985
делала,10980
преступления,10976
двери,10971
землю,10968
разумеется,10967
очередь,10967
первой,10959
разговор,10954
видимо,10954
звонок,10951
джеймс,10945
менее,10937
нового,10930
получила,10923
подальше,10909
сможете,10878
похож,10848
состоянии,10841
необходимо,10838
адвокат,10829
касается,10812
секунд,10810
стоп,10807
дали,10771
оставаться,10767
сделает,10756
ходить,10756
помощью,10741
хватает,10726
изменить,10725
король,10717
народ,10681
новую,10660
девушку,10654
живет,10651
секс,10637
сделаешь,10630
думали,10609
нашем,10606
попасть,10596
каждого,10593
другую,10585
просил,10584
пошел,10578
войны,10578
случайно,10547
игру,10546
мертв,10541
держись,10534
забыла,10512
цель,10508
минуты,10499
месье,10497
выше,10496
однако,10495
женщину,10489
раза,10489
мысли,10483
выход,10470
платье,10468
вовсе,10457
пришло,10434
женой,10425
ребенка,10418
сожалею,10410
твоем,10393
осторожно,10376
смогла,10373
этими,10351
стану,10349
маме,10329
парней,10314
нравятся,10311
покое,10284
поехать,10275
садись,10271
миллионов,10261
отличный,10257
ребенок,10230
дочери,10207
дороги,10204
ого,10204
нечто,10164
первое,10164
выяснить,10162
ник,10152
информацию,10149
офис,10145
записи,10143
лучшее,10139
течение,10130
вечеринку,10108
убью,10107
годы,10087
забыть,10083
правила,10070
сожалению,10064
слов,10055
джимми,10054
дни,10036
дала,10035
жизнью,10034
совет,10023
занят,10021
попробуй,9994
подруга,9991
расскажу,9989
целый,9981
красивая,9975
попросил,9965
вышел,9958
удар,9952
вещей,9950
адрес,9947
дэвид,9924
оставьте,9920
сержант,9905
увидишь,9899
виноват,9858
разница,9854
открыть,9851
написал,9851
ждет,9851
новое,9838
счастлив,9833
вау,9823
выбора,9821
продолжай,9821
задницу,9816
покажу,9815
единственное,9801
доверять,9785
встреча,9780
убивать,9779
концов,9772
обоих,9762
будьте,9761
останется,9754
тюрьму,9737
наверно,9737
ищу,9736
момента,9730
обед,9730
лица,9727
видео,9725
стойте,9719
взяла,9714
подождать,9705
считает,9698
вечно,9685
покажи,9678
бен,9668
книгу,9666
многое,9664
земли,9659
дел,9657
какую,9656
поскольку,9646
узнала,9645
сильнее,9614
жены,9607
встречу,9601
весьма,9599
блядь,9598
поняли,9598
родителей,9592
лейтенант,9585
глупо,9581
узнает,9581
думают,9573
сезон,9572
снаружи,9563
голова,9550
мамой,9537
заняться,9529
кино,9528
вечера,9504
свете,9496
выйдет,9494
восемь,9470
найдем,9455
помогу,9454
больницу,9448
больнице,9447
магазин,9445
тони,9440
заметил,9426
договорились,9424
слушать,9420
бизнес,9413
примерно,9409
уехать,9408
мамы,9405
позвонил,9401
выходит,9390
маму,9359
документы,9354
попал,9345
шаг,9338
отпусти,9336
смотрю,9336
здравствуй,9334
понравилось,9331
смогли,9314
правы,9292
большие,9273
рассказала,9256
идут,9253
готово,9249
плохой,9246
офицер,9242
узнали,9238
скажет,9223
сюрприз,9222
внимания,9213
вышло,9189
дорогу,9173
считаешь,9170
фотографии,9169
вода,9165
делом,9160
каком,9155
полный,9147
следующей,9139
доказать,9127
захочешь,9126
книги,9123
война,9122
планы,9117
мысль,9115
веришь,9099
видно,9097
скажем,9089
большинство,9078
ребят,9070
продолжать,9054
ранее,9050
жертвы,9046
ближе,9013
качестве,9005
двигаться,9001
написано,8995
чувствовать,8991
хорош,8989
любить,8984
величество,8984
головы,8971
дороге,8958
попросить,8953
времена,8952
подумай,8951
забавно,8941
главный,8936
внизу,8929
каждую,8913
остался,8913
вставай,8912
мнение,8908
твоему,8903
часы,8882
вряд,8882
постой,8860
сомневаюсь,8854
отдай,8844
вечеринка,8839
ошибка,8826
приехали,8818
бросил,8807
вернется,8788
профессор,8787
любят,8785
ключи,8775
подходит,8758
беги,8753
ничто,8748
поле,8734
вышла,8732
открой,8731
воду,8731
сексом,8728
музыка,8715
побери,8706
бабушка,8704
собираемся,8692
несмотря,8687
госпожа,8686
стране,8664
рэй,8635
отдать,8635
трубку,8634
сил,8621
кончено,8606
другая,8599
комната,8549
ричард,8545
сердца,8540
опасности,8516
сша,8506
закончить,8501
детьми,8494
врач,8492
живу,8490
имеете,8490
команды,8485
пожалуй,8482
роль,8480
порядок,8476
группа,8473
встретимся,8455
кольцо,8451
самые,8445
позвони,8419
всем,8418
вверх,8413
разговаривать,8391
джим,8388
закон,8385
мужчин,8384
шутишь,8372
играет,8368
хорошим,8362
новой,8359
начнем,8357
ухожу,8353
член,8348
такси,8338
серия,8331
днк,8327
получше,8317
убила,8313
настоящая,8313
молодой,8304
эмили,8303
показания,8301
одному,8300
шутка,8291
уходить,8289
снять,8285
недостаточно,8283
каких,8270
кейт,8267
одни,8260
разобраться,8254
язык,8247
едем,8242
директор,8238
сто,8233
энди,8229
учитывая,8223
спросил,8223
днем,8220
первого,8218
джей,8212
наверху,8198
говорим,8193
счастлива,8192
помог,8182
отцу,8182
приходится,8176
определенно,8175
сигнал,8174
закончится,8173
помогает,8173
группы,8169
моем,8166
едва,8165
легче,8159
ответить,8157
спустя,8150
принести,8134
секрет,8126
приказ,8125
опасно,8123
позволю,8113
билли,8113
бросить,8111
телефону,8110
самых,8093
эдди,8088
получишь,8075
господь,8071
внутрь,8070
компания,8060
прекрасный,8050
томми,8045
такими,8043
пойдет,8041
женщиной,8031
работаешь,8027
большую,8021
волнует,8014
рук,8011
память,8002
старик,7997
избавиться,7995
квартиру,7991
закончили,7984
информация,7982
встречаться,7978
удовольствием,7975
спас,7972
мозг,7957
читать,7956
ким,7954
чертовски,7946
стол,7941
джонни,7936
ублюдок,7934
дон,7928
тысячи,7922
боб,7911
ложь,7904
ето,7882
потеряла,7878
взглянуть,7876
писать,7868
мен,7867
увидела,7866
передать,7862
войти,7853
везде,7850
бобби,7850
кое,7849
солнце,7840
устал,7837
сделку,7837
настоящее,7834
потеряли,7832
класс,7807
смотрел,7806
держите,7781
закончил,7765
марк,7759
джерри,7743
потрясающе,7740
обещал,7737
убедиться,7735
скажете,7732
факт,7731
уничтожить,7729
страны,7727
учитель,7724
полно,7721
начинается,7718
бежать,7714
операции,7704
сукин,7682
ошибку,7681
украл,7679
данные,7675
двоих,7673
света,7668
запах,7667
придурок,7648
найди,7623
лучшая,7621
вернулись,7613
убирайся,7612
боишься,7609
окно,7606
убийстве,7597
ситуации,7592
костюм,7586
казалось,7582
доказательства,7577
обсудить,7573
жил,7552
принимать,7551
море,7529
оставила,7527
судя,7524
штука,7522
ситуация,7522
возможности,7520
следы,7514
генерал,7512
рождество,7507
платить,7506
пытались,7500
забрал,7479
эрик,7476
самым,7469
великолепно,7469
песню,7468
билл,7458
помогать,7452
новость,7443
силу,7443
жертва,7442
баксов,7442
другими,7440
обожаю,7433
достать,7433
вовремя,7428
появился,7424
кларк,7415
тише,7407
одежду,7403
приходит,7402
расследование,7400
зато,7399
девушкой,7393
яйца,7360
зависит,7358
принадлежит,7354
согласно,7342
предложить,7338
уровень,7335
любила,7326
вашему,7319
собака,7316
знак,7310
чисто,7301
срочно,7298
начало,7298
вне,7281
клуб,7281
искал,7276
собираетесь,7276
души,7274
расслабься,7273
супер,7266
ждал,7264
неправда,7256
доступ,7256
куча,7249
туалет,7248
знакомы,7241
офисе,7228
сука,7227
слегка,7224
ждут,7222
песня,7221
наверх,7219
небольшой,7214
анна,7199
красиво,7195
запись,7190
причины,7186
работала,7186
состояние,7170
белый,7160
зайти,7153
дважды,7148
думай,7143
центр,7142
дружище,7141
исправить,7141
джейк,7140
использовал,7135
идешь,7131
желание,7129
книга,7126
многих,7122
разные,7119
полковник,7103
оказался,7100
идеи,7099
добраться,7097
нос,7086
возьмите,7082
матерью,7082
суда,7080
каково,7070
сила,7069
уходите,7066
рука,7058
повсюду,7056
лучшие,7054
сделано,7052
взгляд,7051
наркотики,7037
бери,7036
судья,7035
чушь,7024
плохая,7017
система,7006
практически,7004
выходные,7000
лили,6998
суде,6997
еда,6993
док,6992
узнаю,6990
нож,6987
написать,6984
собиралась,6982
чай,6963
глазах,6957
остальное,6955
брак,6948
представляешь,6948
остальных,6945
мимо,6941
поеду,6932
потерять,6930
старые,6913
звук,6903
частью,6902
приехала,6897
даст,6891
спит,6890
пытаешься,6888
выглядеть,6887
беременна,6886
увижу,6885
спал,6877
вкус,6867
крис,6867
поезд,6866
пиво,6864
уехал,6864
устроить,6858
радио,6846
обе,6844
команду,6839
безумие,6837
решить,6834
солдат,6834
мальчика,6829
короля,6829
проще,6826
особо,6823
ребенком,6812
дедушка,6811
мертва,6810
церкви,6809
результаты,6808
имена,6808
беспокойся,6805
неприятности,6805
камеры,6801
отправить,6791
брайан,6785
здание,6774
шон,6774
возле,6773
защищать,6770
плохие,6767
работают,6764
называть,6744
третий,6742
способен,6741
удивительно,6739
смысла,6738
долг,6736
боли,6734
клэр,6729
первую,6728
стыдно,6720
случиться,6714
сестры,6710
называют,6708
райан,6702
счет,6696
слушаю,6693
мартин,6686
возвращаться,6680
выбрал,6680
черту,6671
инспектор,6670
земля,6666
оказалось,6661
сходить,6659
головой,6655
плюс,6653
оружия,6653
музыку,6653
явно,6650
сказано,6644
назвал,6643
стрелять,6637
своем,6634
столь,6633
ушли,6630
последняя,6624
лицом,6622
решать,6619
остались,6619
заплатить,6611
разу,6610
жене,6608
даю,6608
центре,6608
началось,6605
президента,6598
сообщить,6594
кучу,6593
звали,6588
принял,6588
придет,6580
рода,6573
справиться,6560
поцелуй,6556
сбежал,6555
еды,6552
встречались,6545
прошла,6545
команде,6541
оставлю,6537
ищем,6530
согласна,6526
останусь,6526
тест,6524
прошлое,6511
смотришь,6510
код,6507
двумя,6505
шучу,6500
человеку,6499
выбраться,6498
следовало,6497
продать,6497
которому,6491
звонила,6481
поставить,6480
клиент,6477
здоровье,6477
прочь,6476
приду,6475
держу,6465
поговорю,6464
похожа,6462
рассказывать,6458
играл,6452
стив,6451
заставил,6450
встретил,6449
самолет,6445
кости,6444
сбежать,6443
прекратить,6443
уйду,6440
принесу,6428
власти,6425
ушел,6424
остается,6422
постели,6413
вернись,6407
впереди,6404
захочет,6399
реально,6398
двадцать,6391
квартире,6389
маленькой,6389
важное,6386
ешь,6385
бар,6384
жива,6384
дает,6382
завтрак,6380
любовью,6378
зря,6376
полицейский,6375
принес,6375
мария,6361
страшного,6358
устала,6358
прекратите,6354
убери,6352
нравишься,6348
заходи,6347
энни,6336
сработает,6335
старая,6334
скучаю,6332
заявление,6332
плохого,6330
поймать,6326
ответственность,6325
прощай,6324
девять,6324
осталась,6318
наедине,6318
выбрать,6314
обвинения,6313
ммм,6306
компанию,6300
поедем,6298
цветы,6297
имела,6292
ждет,6290
камеру,6287
новых,6282
преступление,6280
трех,6269
кусок,6266
пропал,6264
посмотрю,6255
медленно,6242
душу,6241
получит,6238
рады,6238
значения,6229
забрали,6229
пойдешь,6228
сохранить,6228
привести,6227
видит,6226
информации,6224
войну,6222
письма,6214
бумаги,6207
холодно,6206
руками,6200
томас,6193
упал,6193
моими,6183
отношение,6175
карл,6162
операция,6156
судьба,6150
любимый,6145
задать,6144
папочка,6142
внезапно,6141
временем,6140
представляю,6137
церковь,6130
решения,6128
чувствовал,6128
чудесно,6126
специально,6119
маленькие,6119
дурак,6118
мальчики,6112
начинает,6109
компьютер,6106
станешь,6105
продолжайте,6100
роберт,6088
урок,6084
кровью,6078
глазами,6070
занимается,6068
линии,6065
люк,6057
брать,6054
давать,6053
вновь,6052
трое,6051
девушек,6051
услышал,6049
вызвать,6049
работали,6047
позвонила,6044
бороться,6041
остановись,6040
вариант,6040
послал,6040
назвать,6038
просила,6032
ход,6030
положение,6025
вернемся,6025
уходим,6017
уилл,6014
связано,6008
каждой,5990
звонит,5990
роман,5989
миру,5986
беспокоит,5985
кэтрин,5983
номера,5975
комнаты,5970
прекрасная,5967
победить,5966
правительство,5966
ищет,5963
систему,5963
попросила,5960
операцию,5959
ногу,5957
поступил,5956
прошлый,5955
живет,5948
герой,5947
воздух,5946
живут,5943
читал,5940
адвоката,5936
поступить,5934
поможешь,5928
адам,5925
люси,5918
чудо,5917
разных,5914
школа,5908
курс,5905
отель,5898
задание,5897
приехать,5894
умру,5892
телефона,5888
считать,5887
ценю,5886
мечты,5882
родился,5881
работой,5881
вспомнить,5878
виде,5875
похожи,5871
слышите,5869
уходит,5868
понимает,5868
угу,5868
кровати,5867
умоляю,5867
срок,5866
действовать,5862
мужем,5851
извиниться,5850
пахнет,5849
дух,5845
лучших,5841
отдел,5834
будущем,5833
большим,5832
беспокоиться,5831
узнаем,5824
интервью,5824
скотт,5824
сыном,5821
предлагаю,5821
убит,5819
болит,5817
каждое,5816
встретились,5814
итоге,5813
мяч,5812
закрой,5809
умею,5809
справлюсь,5808
убедить,5802
остановиться,5799
возвращайся,5796
цели,5795
форме,5794
сидит,5791
королева,5790
дождь,5789
отдал,5780
бывший,5778
едет,5777
танцевать,5772
